,comment_text,label,party
4623,👍,2,conservatives
114832,👍,2,labour
151438,👍,2,labour
87202,❤️,2,conservatives
80045,👍,2,conservatives
91486,👍,2,conservatives
45339,😆,2,conservatives
134617,😆,2,labour
106189,😡,0,labour
157702,👍,2,labour
6636,😆,2,conservatives
43657,👍,2,conservatives
110230,❤️,2,labour
174621,👍,2,labour
88818,😆,2,conservatives
2433,👍,2,conservatives
36231,😆,2,conservatives
24982,😆,2,conservatives
35214,👍,2,conservatives
145031,👍,2,labour
63273,👍,2,conservatives
322,❤️,2,conservatives
165491,👍,2,labour
178253,👍,2,libdems
172720,😆,2,labour
70160,👍,2,conservatives
66957,😆,2,conservatives
89963,😡,0,conservatives
140223,👍,2,labour
131005,❤️,2,labour
158202,👍,2,labour
64894,👍,2,conservatives
87505,❤️,2,conservatives
64029,👍,2,conservatives
110891,👍,2,labour
48180,👍,2,conservatives
167232,😆,2,labour
160763,👍,2,labour
17998,❤️,2,conservatives
20306,😆,2,conservatives
61839,👍,2,conservatives
68013,👍,2,conservatives
110324,❤️,2,labour
120770,👍,2,labour
176364,👍,2,libdems
12096,👍,2,conservatives
86581,👍,2,conservatives
82354,👍,2,conservatives
118812,❤️,2,labour
116742,👍,2,labour
47307,👍,2,conservatives
11937,👍,2,conservatives
126489,👍,2,labour
74494,👍,2,conservatives
36246,😆,2,conservatives
27373,👍,2,conservatives
76485,👍,2,conservatives
93177,👍,2,conservatives
119679,👍,2,labour
141840,👍,2,labour
173868,😡,0,labour
111391,👍,2,labour
150689,👍,2,labour
51942,👍,2,conservatives
53299,👍,2,conservatives
167402,👍,2,labour
99881,👍,2,labour
145830,👍,2,labour
135294,😆,2,labour
61492,👍,2,conservatives
89832,😆,2,conservatives
37355,👍,2,conservatives
148813,👍,2,labour
84707,👍,2,conservatives
37903,👍,2,conservatives
77352,👍,2,conservatives
103066,👍,2,labour
68381,👍,2,conservatives
31526,👍,2,conservatives
76219,👍,2,conservatives
102761,❤️,2,labour
96232,👍,2,conservatives
139972,👍,2,labour
162507,👍,2,labour
136995,👍,2,labour
137184,😆,2,labour
133571,👍,2,labour
47160,👍,2,conservatives
12636,👍,2,conservatives
13404,❤️,2,conservatives
125128,👍,2,labour
57247,👍,2,conservatives
111189,❤️,2,labour
134130,👍,2,labour
34341,👍,2,conservatives
33716,👍,2,conservatives
156835,😆,2,labour
180297,👍,2,libdems
176800,👍,2,libdems
138725,👍,2,labour
131315,😆,2,labour
150703,👍,2,labour
2475,👍,2,conservatives
167191,😆,2,labour
117828,👍,2,labour
99739,👍,2,labour
99331,👍,2,labour
2254,👍,2,conservatives
104143,❤️,2,labour
174247,👍,2,labour
175534,😆,2,labour
66604,👍,2,conservatives
155136,😆,2,labour
175199,👍,2,labour
77341,👍,2,conservatives
29260,👍,2,conservatives
11199,👍,2,conservatives
8797,👍,2,conservatives
163515,👍,2,labour
6493,👍,2,conservatives
78979,👍,2,conservatives
90053,👍,2,conservatives
87968,❤️,2,conservatives
126291,👍,2,labour
125711,❤️,2,labour
17775,👍,2,conservatives
5306,👍,2,conservatives
89191,❤️,2,conservatives
159548,👍,2,labour
74292,👍,2,conservatives
96279,👍,2,conservatives
97276,😡,0,conservatives
32180,👍,2,conservatives
150188,👍,2,labour
81050,👍,2,conservatives
68060,👍,2,conservatives
141460,👍,2,labour
47502,👍,2,conservatives
1471,👍,2,conservatives
79198,👍,2,conservatives
133722,👍,2,labour
171190,👍,2,labour
34999,👍,2,conservatives
12392,😆,2,conservatives
22375,👍,2,conservatives
110430,❤️,2,labour
63748,👍,2,conservatives
67254,😡,0,conservatives
67348,👍,2,conservatives
74378,👍,2,conservatives
144538,👍,2,labour
38217,👍,2,conservatives
28697,👍,2,conservatives
44375,😆,2,conservatives
92364,👍,2,conservatives
35529,😆,2,conservatives
141649,👍,2,labour
155171,🥰,2,labour
109369,👍,2,labour
4481,👍,2,conservatives
159552,👍,2,labour
79523,👍,2,conservatives
3749,👍,2,conservatives
45536,👍,2,conservatives
118926,😆,2,labour
24953,😆,2,conservatives
52676,👍,2,conservatives
169708,👍,2,labour
45861,👍,2,conservatives
166105,👍,2,labour
75454,👍,2,conservatives
100536,😆,2,labour
87870,❤️,2,conservatives
61164,👍,2,conservatives
153553,😆,2,labour
131986,👍,2,labour
164555,❤️,2,labour
24160,👍,2,conservatives
66299,👍,2,conservatives
21023,👍,2,conservatives
19785,👍,2,conservatives
133794,😆,2,labour
56222,👍,2,conservatives
59629,👍,2,conservatives
18075,😆,2,conservatives
58960,👍,2,conservatives
55025,😆,2,conservatives
49633,👍,2,conservatives
103039,👍,2,labour
62471,👍,2,conservatives
41290,❤️,2,conservatives
10428,👍,2,conservatives
20920,👍,2,conservatives
154104,😆,2,labour
47836,👍,2,conservatives
83425,👍,2,conservatives
113456,😆,2,labour
48676,👍,2,conservatives
78279,👍,2,conservatives
21119,👍,2,conservatives
158821,👍,2,labour
138611,😆,2,labour
47657,👍,2,conservatives
149484,👍,2,labour
89633,👍,2,conservatives
98018,😆,2,conservatives
102253,👍,2,labour
122044,👍,2,labour
142496,❤️,2,labour
27552,👍,2,conservatives
9713,😆,2,conservatives
119451,👍,2,labour
100290,👍,2,labour
42981,👍,2,conservatives
12213,😆,2,conservatives
54581,👍,2,conservatives
1934,🥰,2,conservatives
153637,👍,2,labour
122454,👍,2,labour
2678,👍,2,conservatives
180470,👍,2,libdems
152387,❤️,2,labour
67789,👍,2,conservatives
97149,👍,2,conservatives
148226,👍,2,labour
42499,👍,2,conservatives
52314,😆,2,conservatives
20509,👍,2,conservatives
176105,😡,0,labour
20683,👍,2,conservatives
31994,😆,2,conservatives
98489,😆,2,labour
139064,👍,2,labour
71010,👍,2,conservatives
12079,👍,2,conservatives
64831,😮,1,conservatives
158501,👍,2,labour
150124,😆,2,labour
138036,👍,2,labour
43507,😆,2,conservatives
66736,👍,2,conservatives
143540,👍,2,labour
51616,👍,2,conservatives
98559,👍,2,labour
25078,👍,2,conservatives
150884,😆,2,labour
10800,👍,2,conservatives
150823,👍,2,labour
44453,👍,2,conservatives
47816,👍,2,conservatives
89076,👍,2,conservatives
153176,👍,2,labour
81999,👍,2,conservatives
62430,👍,2,conservatives
66041,❤️,2,conservatives
22113,👍,2,conservatives
61889,👍,2,conservatives
148042,👍,2,labour
157447,👍,2,labour
67982,👍,2,conservatives
75926,👍,2,conservatives
77399,👍,2,conservatives
129177,👍,2,labour
49439,👍,2,conservatives
47587,👍,2,conservatives
105333,👍,2,labour
65023,👍,2,conservatives
32579,👍,2,conservatives
8425,😆,2,conservatives
124693,😡,0,labour
66332,👍,2,conservatives
165184,👍,2,labour
164725,❤️,2,labour
2160,😆,2,conservatives
122765,👍,2,labour
58736,😆,2,conservatives
94439,👍,2,conservatives
140029,👍,2,labour
123094,👍,2,labour
150444,👍,2,labour
166854,👍,2,labour
157666,👍,2,labour
413,😡,0,conservatives
22362,👍,2,conservatives
89214,😆,2,conservatives
157020,👍,2,labour
35973,😆,2,conservatives
4464,👍,2,conservatives
67301,👍,2,conservatives
91767,😆,2,conservatives
178662,👍,2,libdems
170309,❤️,2,labour
9566,😆,2,conservatives
95329,👍,2,conservatives
51107,❤️,2,conservatives
117636,👍,2,labour
150629,👍,2,labour
52675,👍,2,conservatives
132740,👍,2,labour
38986,👍,2,conservatives
171206,👍,2,labour
4721,😆,2,conservatives
9686,😆,2,conservatives
111861,😆,2,labour
44374,😆,2,conservatives
78966,👍,2,conservatives
114650,👍,2,labour
120330,👍,2,labour
83824,👍,2,conservatives
143644,❤️,2,labour
94743,😆,2,conservatives
17233,👍,2,conservatives
86268,👍,2,conservatives
128310,👍,2,labour
1317,👍,2,conservatives
73310,😆,2,conservatives
51940,👍,2,conservatives
58593,👍,2,conservatives
134789,👍,2,labour
111552,👍,2,labour
151013,👍,2,labour
167732,👍,2,labour
107871,👍,2,labour
130445,👍,2,labour
123923,👍,2,labour
21859,😡,0,conservatives
129932,👍,2,labour
34809,👍,2,conservatives
6884,👍,2,conservatives
20709,👍,2,conservatives
95175,👍,2,conservatives
65613,👍,2,conservatives
93050,👍,2,conservatives
43255,👍,2,conservatives
27400,👍,2,conservatives
75189,👍,2,conservatives
36791,👍,2,conservatives
175047,👍,2,labour
90568,👍,2,conservatives
143604,👍,2,labour
172920,😆,2,labour
141712,❤️,2,labour
117105,👍,2,labour
44958,👍,2,conservatives
21207,😆,2,conservatives
14194,👍,2,conservatives
55856,👍,2,conservatives
119373,👍,2,labour
176371,👍,2,libdems
130561,👍,2,labour
66482,👍,2,conservatives
161932,👍,2,labour
125788,👍,2,labour
6489,👍,2,conservatives
14830,👍,2,conservatives
41351,😆,2,conservatives
41696,👍,2,conservatives
12071,👍,2,conservatives
165140,👍,2,labour
140944,👍,2,labour
165588,👍,2,labour
40136,👍,2,conservatives
149694,👍,2,labour
56047,👍,2,conservatives
75619,👍,2,conservatives
149452,👍,2,labour
9143,👍,2,conservatives
44150,👍,2,conservatives
174758,👍,2,labour
25217,👍,2,conservatives
180021,👍,2,libdems
123596,👍,2,labour
181512,🥰,2,libdems
8664,👍,2,conservatives
3459,👍,2,conservatives
10722,👍,2,conservatives
55352,👍,2,conservatives
181793,❤️,2,libdems
27987,😆,2,conservatives
167231,😆,2,labour
172242,👍,2,labour
167171,😆,2,labour
105830,👍,2,labour
135188,😆,2,labour
162669,👍,2,labour
13358,👍,2,conservatives
124588,👍,2,labour
56969,👍,2,conservatives
39869,👍,2,conservatives
154060,👍,2,labour
132801,👍,2,labour
178113,👍,2,libdems
48798,👍,2,conservatives
7533,👍,2,conservatives
21789,👍,2,conservatives
38444,👍,2,conservatives
17305,👍,2,conservatives
18542,😆,2,conservatives
96012,😆,2,conservatives
97594,😮,1,conservatives
110493,😆,2,labour
20847,😆,2,conservatives
25303,👍,2,conservatives
145868,👍,2,labour
141519,👍,2,labour
6304,👍,2,conservatives
43686,😆,2,conservatives
160132,😆,2,labour
61847,👍,2,conservatives
82486,👍,2,conservatives
91112,👍,2,conservatives
112029,👍,2,labour
122017,👍,2,labour
46375,👍,2,conservatives
181076,👍,2,libdems
44942,👍,2,conservatives
177240,👍,2,libdems
114143,👍,2,labour
158313,😆,2,labour
82988,👍,2,conservatives
157958,😆,2,labour
164425,👍,2,labour
146104,👍,2,labour
45743,👍,2,conservatives
69130,👍,2,conservatives
95104,👍,2,conservatives
166252,😆,2,labour
117752,👍,2,labour
24150,👍,2,conservatives
4467,👍,2,conservatives
156277,👍,2,labour
155126,😆,2,labour
119488,👍,2,labour
147590,👍,2,labour
89517,😆,2,conservatives
30293,👍,2,conservatives
140633,😆,2,labour
174102,👍,2,labour
78439,👍,2,conservatives
163219,👍,2,labour
81817,👍,2,conservatives
164576,❤️,2,labour
172367,👍,2,labour
71596,👍,2,conservatives
44971,👍,2,conservatives
112762,👍,2,labour
159002,👍,2,labour
114390,👍,2,labour
79624,👍,2,conservatives
31012,😆,2,conservatives
145359,👍,2,labour
52327,😆,2,conservatives
169737,👍,2,labour
142303,😆,2,labour
137193,😆,2,labour
42760,😆,2,conservatives
76074,👍,2,conservatives
124428,😆,2,labour
173619,👍,2,labour
78446,👍,2,conservatives
88223,❤️,2,conservatives
127418,👍,2,labour
173948,👍,2,labour
90411,👍,2,conservatives
133311,😆,2,labour
19646,👍,2,conservatives
95716,👍,2,conservatives
144529,👍,2,labour
19672,👍,2,conservatives
104760,❤️,2,labour
22520,😆,2,conservatives
68044,👍,2,conservatives
171857,👍,2,labour
38649,😆,2,conservatives
19317,🥰,2,conservatives
86213,👍,2,conservatives
51537,👍,2,conservatives
39091,👍,2,conservatives
94881,😆,2,conservatives
93318,😆,2,conservatives
34045,👍,2,conservatives
61264,👍,2,conservatives
20009,👍,2,conservatives
32997,😆,2,conservatives
87118,❤️,2,conservatives
29723,👍,2,conservatives
63331,👍,2,conservatives
67410,👍,2,conservatives
71623,👍,2,conservatives
29020,👍,2,conservatives
50553,👍,2,conservatives
145341,👍,2,labour
125289,👍,2,labour
99391,👍,2,labour
10766,👍,2,conservatives
11408,👍,2,conservatives
101637,👍,2,labour
49017,👍,2,conservatives
169339,👍,2,labour
150446,👍,2,labour
100403,❤️,2,labour
21084,👍,2,conservatives
119232,😡,0,labour
11570,😡,0,conservatives
18073,😆,2,conservatives
15604,😢,0,conservatives
19572,👍,2,conservatives
159003,👍,2,labour
76004,👍,2,conservatives
125229,😆,2,labour
75586,👍,2,conservatives
113361,👍,2,labour
67970,👍,2,conservatives
72880,👍,2,conservatives
64645,😆,2,conservatives
88109,❤️,2,conservatives
142969,👍,2,labour
6911,👍,2,conservatives
82220,👍,2,conservatives
173683,❤️,2,labour
32238,👍,2,conservatives
157836,❤️,2,labour
100558,😮,1,labour
169161,👍,2,labour
104991,🥰,2,labour
139691,😆,2,labour
10060,👍,2,conservatives
7269,😆,2,conservatives
19084,👍,2,conservatives
83568,👍,2,conservatives
17389,👍,2,conservatives
39555,👍,2,conservatives
96716,👍,2,conservatives
9642,😆,2,conservatives
78312,👍,2,conservatives
164514,❤️,2,labour
64934,👍,2,conservatives
175202,👍,2,labour
57396,👍,2,conservatives
57122,👍,2,conservatives
109425,👍,2,labour
117606,👍,2,labour
147465,👍,2,labour
160312,😆,2,labour
97104,👍,2,conservatives
147133,😆,2,labour
140253,👍,2,labour
105849,👍,2,labour
2813,👍,2,conservatives
101974,👍,2,labour
120787,👍,2,labour
2600,👍,2,conservatives
168581,👍,2,labour
54733,❤️,2,conservatives
174215,👍,2,labour
127085,😆,2,labour
100534,😆,2,labour
131006,❤️,2,labour
6692,👍,2,conservatives
160023,😆,2,labour
52243,😆,2,conservatives
59319,😆,2,conservatives
84441,👍,2,conservatives
22493,😆,2,conservatives
74853,👍,2,conservatives
130416,👍,2,labour
35587,😆,2,conservatives
154622,👍,2,labour
127168,👍,2,labour
157066,👍,2,labour
112157,👍,2,labour
50343,👍,2,conservatives
52815,👍,2,conservatives
101220,👍,2,labour
62346,👍,2,conservatives
38478,👍,2,conservatives
133909,😆,2,labour
74589,😆,2,conservatives
147748,👍,2,labour
124244,👍,2,labour
13713,👍,2,conservatives
1995,👍,2,conservatives
79016,👍,2,conservatives
176591,👍,2,libdems
66638,👍,2,conservatives
39638,👍,2,conservatives
121575,😆,2,labour
75301,👍,2,conservatives
148564,👍,2,labour
61608,👍,2,conservatives
66384,👍,2,conservatives
163814,👍,2,labour
177386,😆,2,libdems
125512,😆,2,labour
28871,👍,2,conservatives
136336,👍,2,labour
84678,👍,2,conservatives
49626,👍,2,conservatives
62335,👍,2,conservatives
85758,👍,2,conservatives
9685,😆,2,conservatives
80282,👍,2,conservatives
38710,😆,2,conservatives
27166,👍,2,conservatives
83158,👍,2,conservatives
107031,👍,2,labour
86727,👍,2,conservatives
43874,👍,2,conservatives
158633,👍,2,labour
9133,👍,2,conservatives
125104,👍,2,labour
66230,👍,2,conservatives
59677,👍,2,conservatives
150612,👍,2,labour
166869,👍,2,labour
25295,👍,2,conservatives
121610,😆,2,labour
87924,❤️,2,conservatives
127403,👍,2,labour
23294,👍,2,conservatives
21116,👍,2,conservatives
98398,😡,0,labour
80000,👍,2,conservatives
143875,👍,2,labour
12700,👍,2,conservatives
39255,👍,2,conservatives
7493,👍,2,conservatives
162411,👍,2,labour
150171,👍,2,labour
137076,❤️,2,labour
104155,😮,1,labour
44426,😡,0,conservatives
34530,👍,2,conservatives
179973,👍,2,libdems
9029,👍,2,conservatives
39214,👍,2,conservatives
144778,👍,2,labour
126274,👍,2,labour
155629,😆,2,labour
154144,😆,2,labour
159173,👍,2,labour
145579,👍,2,labour
620,👍,2,conservatives
68568,👍,2,conservatives
140695,👍,2,labour
91600,👍,2,conservatives
47181,👍,2,conservatives
108951,👍,2,labour
28203,👍,2,conservatives
73249,😆,2,conservatives
153789,👍,2,labour
92365,👍,2,conservatives
67444,❤️,2,conservatives
149762,👍,2,labour
29183,👍,2,conservatives
15397,😢,0,conservatives
74434,👍,2,conservatives
159231,👍,2,labour
35923,😆,2,conservatives
117363,😆,2,labour
100687,👍,2,labour
146138,👍,2,labour
60091,😆,2,conservatives
11917,👍,2,conservatives
66506,👍,2,conservatives
87645,❤️,2,conservatives
82844,👍,2,conservatives
84587,👍,2,conservatives
101223,👍,2,labour
164435,👍,2,labour
106441,👍,2,labour
121218,👍,2,labour
88089,❤️,2,conservatives
26340,👍,2,conservatives
128728,👍,2,labour
115698,👍,2,labour
117387,👍,2,labour
42170,👍,2,conservatives
24374,😆,2,conservatives
72133,👍,2,conservatives
153443,👍,2,labour
36390,👍,2,conservatives
123464,😆,2,labour
22864,😆,2,conservatives
2459,👍,2,conservatives
102084,👍,2,labour
139436,😡,0,labour
142572,😆,2,labour
51663,👍,2,conservatives
170387,❤️,2,labour
100634,👍,2,labour
60465,👍,2,conservatives
117185,👍,2,labour
147565,👍,2,labour
153366,😡,0,labour
161582,😆,2,labour
12116,👍,2,conservatives
85196,👍,2,conservatives
7089,👍,2,conservatives
51440,👍,2,conservatives
95014,👍,2,conservatives
160641,👍,2,labour
94258,😆,2,conservatives
66711,👍,2,conservatives
38001,👍,2,conservatives
32826,❤️,2,conservatives
89715,👍,2,conservatives
118874,😆,2,labour
43073,😆,2,conservatives
74021,👍,2,conservatives
181903,👍,2,libdems
70585,👍,2,conservatives
27181,👍,2,conservatives
91286,👍,2,conservatives
99249,👍,2,labour
115501,❤️,2,labour
146063,👍,2,labour
145617,👍,2,labour
7583,❤️,2,conservatives
18370,👍,2,conservatives
127916,👍,2,labour
17847,👍,2,conservatives
149414,👍,2,labour
99225,😆,2,labour
158940,👍,2,labour
3739,👍,2,conservatives
26465,👍,2,conservatives
173903,👍,2,labour
18993,👍,2,conservatives
138960,👍,2,labour
82659,👍,2,conservatives
173848,😆,2,labour
83409,👍,2,conservatives
36624,👍,2,conservatives
95636,👍,2,conservatives
81171,👍,2,conservatives
99134,👍,2,labour
86491,👍,2,conservatives
106757,😆,2,labour
11280,👍,2,conservatives
99940,👍,2,labour
113810,👍,2,labour
12993,👍,2,conservatives
30964,👍,2,conservatives
156233,👍,2,labour
58667,❤️,2,conservatives
169096,😡,0,labour
52285,😆,2,conservatives
123968,👍,2,labour
1710,👍,2,conservatives
17968,👍,2,conservatives
156386,👍,2,labour
68418,👍,2,conservatives
28954,👍,2,conservatives
145274,👍,2,labour
11973,👍,2,conservatives
142216,❤️,2,labour
17313,👍,2,conservatives
1764,😆,2,conservatives
2806,👍,2,conservatives
129829,😆,2,labour
115400,👍,2,labour
5317,👍,2,conservatives
46255,👍,2,conservatives
38155,👍,2,conservatives
108118,👍,2,labour
67598,👍,2,conservatives
11492,😆,2,conservatives
92593,👍,2,conservatives
2192,😆,2,conservatives
109047,👍,2,labour
51474,👍,2,conservatives
128194,👍,2,labour
138770,👍,2,labour
166119,👍,2,labour
151312,👍,2,labour
44625,👍,2,conservatives
7226,👍,2,conservatives
114431,👍,2,labour
23479,👍,2,conservatives
13577,👍,2,conservatives
121149,👍,2,labour
149084,👍,2,labour
43643,👍,2,conservatives
151315,👍,2,labour
42636,👍,2,conservatives
32394,👍,2,conservatives
922,👍,2,conservatives
36409,👍,2,conservatives
115347,😆,2,labour
71789,👍,2,conservatives
2347,👍,2,conservatives
113182,😆,2,labour
60473,👍,2,conservatives
139360,😆,2,labour
78642,👍,2,conservatives
82241,👍,2,conservatives
133031,😆,2,labour
9121,👍,2,conservatives
111717,👍,2,labour
158556,👍,2,labour
143438,👍,2,labour
3555,👍,2,conservatives
53017,👍,2,conservatives
66246,👍,2,conservatives
96909,😆,2,conservatives
110765,😆,2,labour
114139,👍,2,labour
24758,👍,2,conservatives
39250,👍,2,conservatives
74041,👍,2,conservatives
44892,👍,2,conservatives
150687,👍,2,labour
71591,👍,2,conservatives
74640,😆,2,conservatives
170472,😆,2,labour
110087,👍,2,labour
124696,😡,0,labour
93923,😆,2,conservatives
98861,👍,2,labour
23609,😡,0,conservatives
15519,😢,0,conservatives
99938,👍,2,labour
165783,😆,2,labour
100674,👍,2,labour
133291,👍,2,labour
48906,👍,2,conservatives
30192,👍,2,conservatives
48793,👍,2,conservatives
161581,😆,2,labour
130541,👍,2,labour
95771,👍,2,conservatives
161253,👍,2,labour
97154,👍,2,conservatives
165175,👍,2,labour
117427,👍,2,labour
171135,👍,2,labour
42063,👍,2,conservatives
122899,👍,2,labour
23206,👍,2,conservatives
136961,👍,2,labour
180593,👍,2,libdems
18070,😆,2,conservatives
95687,👍,2,conservatives
166400,👍,2,labour
941,👍,2,conservatives
14828,👍,2,conservatives
177201,👍,2,libdems
8951,👍,2,conservatives
141091,👍,2,labour
26317,👍,2,conservatives
25218,👍,2,conservatives
35471,😆,2,conservatives
115855,👍,2,labour
49892,👍,2,conservatives
6511,👍,2,conservatives
144798,👍,2,labour
83615,👍,2,conservatives
114767,👍,2,labour
179335,👍,2,libdems
173078,👍,2,labour
125782,👍,2,labour
84970,👍,2,conservatives
119640,👍,2,labour
2875,❤️,2,conservatives
103058,👍,2,labour
171330,👍,2,labour
151829,👍,2,labour
160400,👍,2,labour
49842,👍,2,conservatives
64900,👍,2,conservatives
5816,👍,2,conservatives
76640,👍,2,conservatives
149289,😆,2,labour
50872,👍,2,conservatives
11641,👍,2,conservatives
119933,👍,2,labour
146625,👍,2,labour
125739,😆,2,labour
93238,😆,2,conservatives
84757,👍,2,conservatives
98519,👍,2,labour
17310,👍,2,conservatives
33641,👍,2,conservatives
87534,❤️,2,conservatives
76438,👍,2,conservatives
68652,👍,2,conservatives
55821,👍,2,conservatives
175683,👍,2,labour
180478,😢,0,libdems
14292,👍,2,conservatives
117305,😆,2,labour
170270,👍,2,labour
23432,👍,2,conservatives
47277,👍,2,conservatives
160568,😆,2,labour
150439,👍,2,labour
65885,❤️,2,conservatives
131322,😆,2,labour
27615,👍,2,conservatives
73867,😆,2,conservatives
32194,👍,2,conservatives
174181,😆,2,labour
36841,👍,2,conservatives
75963,👍,2,conservatives
4322,👍,2,conservatives
18820,👍,2,conservatives
158702,👍,2,labour
16801,👍,2,conservatives
133834,😆,2,labour
107643,👍,2,labour
53097,👍,2,conservatives
55217,👍,2,conservatives
126784,😆,2,labour
69309,👍,2,conservatives
170233,👍,2,labour
91555,👍,2,conservatives
44390,😮,1,conservatives
135547,👍,2,labour
97094,👍,2,conservatives
113042,👍,2,labour
73785,👍,2,conservatives
58840,😆,2,conservatives
137280,👍,2,labour
131870,😆,2,labour
140305,👍,2,labour
62228,👍,2,conservatives
124086,👍,2,labour
18394,👍,2,conservatives
144720,😢,0,labour
66208,👍,2,conservatives
177364,👍,2,libdems
130774,👍,2,labour
24681,👍,2,conservatives
53962,👍,2,conservatives
114647,👍,2,labour
73155,👍,2,conservatives
88811,😆,2,conservatives
22568,😆,2,conservatives
53770,👍,2,conservatives
137887,👍,2,labour
68366,👍,2,conservatives
17882,👍,2,conservatives
110822,👍,2,labour
3131,👍,2,conservatives
111652,👍,2,labour
100520,😆,2,labour
40383,👍,2,conservatives
162338,👍,2,labour
135456,👍,2,labour
52519,👍,2,conservatives
74010,👍,2,conservatives
175848,👍,2,labour
26211,👍,2,conservatives
40123,👍,2,conservatives
10193,👍,2,conservatives
123852,👍,2,labour
164808,😆,2,labour
158738,👍,2,labour
137897,👍,2,labour
27824,👍,2,conservatives
105416,👍,2,labour
165688,👍,2,labour
118588,👍,2,labour
17651,👍,2,conservatives
51341,😡,0,conservatives
47117,👍,2,conservatives
172481,❤️,2,labour
18956,👍,2,conservatives
171853,👍,2,labour
153776,👍,2,labour
110212,❤️,2,labour
178093,👍,2,libdems
168631,❤️,2,labour
31921,😆,2,conservatives
128012,👍,2,labour
79226,👍,2,conservatives
133163,😢,0,labour
161623,😡,0,labour
29865,👍,2,conservatives
156866,😆,2,labour
69388,👍,2,conservatives
61377,👍,2,conservatives
62484,👍,2,conservatives
104235,👍,2,labour
68302,👍,2,conservatives
146673,👍,2,labour
4779,😆,2,conservatives
127561,👍,2,labour
34516,👍,2,conservatives
122298,😆,2,labour
55337,👍,2,conservatives
131331,😆,2,labour
118618,👍,2,labour
69173,👍,2,conservatives
108390,👍,2,labour
151666,👍,2,labour
30397,👍,2,conservatives
177925,👍,2,libdems
164774,😆,2,labour
8058,👍,2,conservatives
67854,👍,2,conservatives
53991,👍,2,conservatives
101349,👍,2,labour
103727,👍,2,labour
166384,👍,2,labour
14216,👍,2,conservatives
20641,👍,2,conservatives
50487,👍,2,conservatives
121176,👍,2,labour
142532,😆,2,labour
92643,👍,2,conservatives
70386,👍,2,conservatives
24513,👍,2,conservatives
170490,😆,2,labour
13119,👍,2,conservatives
105855,👍,2,labour
6987,😆,2,conservatives
17971,👍,2,conservatives
52741,👍,2,conservatives
88983,👍,2,conservatives
41139,❤️,2,conservatives
139101,👍,2,labour
51831,👍,2,conservatives
66660,👍,2,conservatives
169056,😮,1,labour
177811,👍,2,libdems
121135,👍,2,labour
180540,😡,0,libdems
167418,👍,2,labour
137914,👍,2,labour
10518,👍,2,conservatives
96865,😆,2,conservatives
53103,👍,2,conservatives
124353,😆,2,labour
26030,👍,2,conservatives
12648,👍,2,conservatives
174567,👍,2,labour
130271,😢,0,labour
167937,😆,2,labour
161231,👍,2,labour
138490,😆,2,labour
87385,❤️,2,conservatives
62602,👍,2,conservatives
72412,😆,2,conservatives
103563,👍,2,labour
107801,👍,2,labour
101586,😆,2,labour
176448,👍,2,libdems
90041,👍,2,conservatives
170384,❤️,2,labour
55670,👍,2,conservatives
89744,😆,2,conservatives
156716,😆,2,labour
