,message,created_time
38,"Instead of the UK government to review salaries of nurses, carers, teachers they resort to importing these skills from abroad! They recruit from abroad because in the short term of 5years, the imported skills would be satisfied with low wages until they become citizens and then suddenly want more money...I am honestly counting down to the next election to see conservatives gotten rid of! Useless bunch of individuals..they are ok to inflate council taxes but not salaries 😳😳! They expect nurses,  carers and teachers to survive this inflation with their original wages when 100pound shopping is nothing anymore 🤔...I hope people wake up to understand that there is not a shortage of nurses or doctors or carers, there is only a government happy to pay them less and import cheaper labour...Agency workers are the same permanently employed nurses they refuse to pay properly doing the same job fir higher wage at the expense of the tax payers whilst the agents rake in billions in profit",2022-12-13T12:54:43+0000
39,until the current perverted party are removed nothing will ever change sunak 'im going to send the immigrants back to where they come from🤣is he included in this lol,2022-12-14T10:01:10+0000
40,😟🤬😞😒,2022-12-13T14:57:53+0000
41,🔴 https://inwhoseinterests.home.blog/2022/06/08/hedge-fund-labour-why-is-the-party-of-the-nhs-now-receiving-money-from-private-health-investors/,2022-12-13T11:49:11+0000
42,"Labour are so full of empty promises and bull 💩, yet some people believe this crap",2022-12-13T14:56:41+0000
43,"The reason the government won't pay the nurses/doctors  a proper wage is simple, they want the nurses to leave the NHS and go to work for the private companies, who are then in turn paid by the government, this is where all the money is going, The nurses are on a higher wage but get fewer paid holidays and very little (if any) sickness cover. 🤔Nobody is told about this, it just happens by stealth.",2022-12-12T18:56:56+0000
44,Thats a great policy however we train them we retain them Conditional on they must serve the NHS for a  minimum of five years payback time 🩺,2022-12-12T17:40:41+0000
45,Maybe they should concentrate on reversing the privatisation of the NHS  But where would Streeting get his funding from 🤬,2022-12-12T18:28:41+0000
46,This will be huge impact on society. Well done 👏🏻,2022-12-12T17:25:03+0000
47,"Who exactly is going to train all these new nurses? 🤷‍♀️Universities are struggling to recruit people to actually deliver nursing courses… then again who would want to study nursing at university? The fees the students must pay are ridiculous, their workload is huge and their starting salaries are far too low. Support the nurses and ensure they are well paid with decent working conditions, then young people might see nursing as a viable career!",2022-12-12T10:39:18+0000
48,Non Doms are 1/1000 th of the Population.!! 🤣🤣🤣 The reality is that under Labour every household will be paying between 3-5x more under their revamped council/property taxes.,2022-12-11T12:25:24+0000
49,So that isn't happening any decade soon then 🤣🤣,2022-12-11T11:07:46+0000
50,"There are approximately 60,000 non Doms. They pay either £30,000 or £60,000 fees annually to live here. Just double these fees, then they will stay here spending lots of money, and the tax man will get at least another £2 billion for the NHS. Simples 😉👍",2022-12-11T13:52:27+0000
51,Well done England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 you are one of the best teams in the world.,2022-12-10T22:22:54+0000
52,Proud of you all  best side lost but that's  football ⚽️ 👏,2022-12-11T08:33:51+0000
53,Proud of the Manager and the team both on and off the pitch 👏,2022-12-10T22:05:14+0000
54,"Why bring politics into sport. THE lads did the nation proud,and we have the young lions to make their mark ,they will bring it home in four years time  we'll done. 😉",2022-12-10T22:55:37+0000
55,Let's go one step further shall we ? How about allowing our constituencie parties  to choose who THEY want to stand as their MP.just a thought 🤔,2022-12-10T10:23:17+0000
56,"Stick to what you are good at , backstabbing lying and cheating . Worked for the Tories 🤔.",2022-12-10T09:41:19+0000
57,"we are in need of Social Care reflection also in Brighton and Hove, a number of beds are being closed for vulnerable adults, or attempting to be closed by the leaders of our council, more on who runs the council later, which appears only for financial reasons, these adults suffer a range of issues from Mental Ill Health, Substance Issues and other underlying first base and complex needs they all have experienced homelessness locally and are set to experience this again, please check for up coming news and sign any relevant paperwork( partitions) which appear, the local community are aware and have begun a campaign. 😎",2022-12-11T04:44:50+0000
58,Labour... The new brexit party 😑 You've lost a ton of votes and the Tories will win again because of your stupid games!,2022-12-10T08:24:12+0000
59,"December 11, 2022:  #PleaseRT  But Russia is trying to pull the curtain on the war. Russia has entered an all-out offensive. We should end the war! ● Click below for the full text! https://toworldmedia.blogspot.com/ ❤ The world's ""special zones"": USA's Mexican border, EU Algeria, Commonwealth 　British Commonwealth - Australia, Okinawa, North Korea, Sakhalin...English, Japanese, French, German　　 https://naganoopinion.blog.jp/  --------- The Labour Party @labourparty  Please do your best ---------  ........",2022-12-10T05:48:50+0000
60,"Did they ask him why he goes back on his 'pledges', lies, why is he so vindictive, why he won't back workers rights, why is he is so unprincipled etc etc😡",2022-12-12T10:45:27+0000
61,Yep I have to admit my 7 year old is a regular viewer of parliament debates 🤣🤣🤣,2022-12-09T09:12:44+0000
62,"Looks like we've 2 choices The horrendous Party or the Moron Party, it's not a good place to be as a voter 😒",2022-12-09T16:29:50+0000
63,Why isn't the Labour Party supporting the strikers? 😠,2022-12-09T17:31:40+0000
64,Higher education spent £30 million on diversity this could have helped children's education 🤔,2022-12-10T11:00:30+0000
65,"Britain doesn’t make EV cars to sell worldwide at scale like BYD and Tesla … pathetic government of a country 🤬   November 2022 canary in the coal mine Norway … Cars sales   The gasoline, diesel, and non-rechargeable hybrids were in the minority with 10.7% of the market last month (1.2% gasoline, 2.2% diesel, 7.3% hybrids).   https://insideevs.com/news/625136/norway-plugin-car-sales-november2022/",2022-12-09T17:08:31+0000
66,"Snake oil salesman is Keir, wouldn't trust him as far  as I could throw a grand piano 😂😂🤣",2022-12-08T23:11:34+0000
67,"It's independence for this Scottish member of the Labour party and GMB union rep, time to scrap britain and end the disunited Kingdump it serves no purpose 🏴󠁧󠁢󠁳󠁣󠁴󠁿",2022-12-10T23:01:05+0000
68,"Trust 🤣🤣🤣🤣   WHY DIDN'T STARMER  say anything about the SLEAZY  goings on with his OWN MP'S, Yvette Cooper, Wes Streeting and Dan Jarvis who received £350,000 between them and never declare it as earning over their MP'S SALARY. Given to them by MPM CONNECT LTD. WHAT did they do to be paid that vast sum . How does Starmer manage to hide this sleaze from the BBC.  It appears he somehow blocks all Labour misdemeanors from being told on. BBC NEWS CHANNELS.",2023-02-03T17:01:38+0000
69,Labour is the party of what? 😱 Can somebody point me in the direction of the party for the country’s labour force please. Our traditional party appears to have been hijacked! 😞,2022-12-07T15:24:44+0000
70,My last GP interaction was brilliant. Done and dusted 150mins after submitting an online request. 👏🏻👏🏻👏🏻,2022-12-06T20:03:33+0000
71,"The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:32:18+0000
72,Empower the working class and support the Unions that represent them as when the TRUE founders of the Labour Party did. Lose the Tory Tinge that colours today's party under Starmer 😡,2022-12-05T13:21:30+0000
73,Now *this* is the growth agenda! ✊🏻🌹,2022-12-05T13:32:21+0000
74,If you don't like him then keep voting for the Tory tosspots then.  Am sure the nurses will love you for that 🤔,2022-12-05T12:41:04+0000
75,Presented himself well today 👍,2022-12-05T12:11:07+0000
76,Keir will be PM in 2024! ❤️,2022-12-05T12:14:34+0000
77,"Lol, won't happen 🤣....Even if Guardian readers and lefties buy into it...",2022-12-05T11:59:39+0000
78,WAKE UP STARMER ! 🤡 THE MAJORITY OF THE LABOUR PARTY AND THE UK WANT TO REJOIN THE EU 🇬🇧🇪🇺🌟,2022-12-04T19:13:12+0000
79,"The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:32:36+0000
80,Oh oh oh 👏👏👏,2022-12-04T21:52:41+0000
81,"Jeremy corbyn is  the real Labour, to me u are just a tory in disguise 👍",2022-12-04T11:23:13+0000
82,That’s a good joke 😂,2022-12-04T13:01:01+0000
83,Im voting for keir starmers Labour Party 🎉,2022-12-04T18:17:53+0000
84,🤑,2022-12-03T23:21:40+0000
85,"The Labour Party lost all credibility a decade ago as they became red tories.  The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:33:50+0000
86,"She says of Starmer, ""he's very much for the individual ... "", and the Labour Party use it in a promo?? 🤢   Labour needs to pledge a government funded **Green Job Guarantee**, and stop conceding to mainstream 'pay-for' economic bunk.  #StarmerOut #ReevesOut #StreetingOut  👎",2022-12-03T17:41:08+0000
87,"How about cutting taxes for everyone, instead of business rates as a blanket policy.  Yes, by all means help the SME sector who are struggling e.g. giving 1 year tax rebates, including business rates. But to make a blanket policy for all businesses is too much, as most businesses are making profits. Only some are struggling, there assessment should be made and then offer tax cuts or rebates.  Thank you. ✌😎✌",2022-12-04T16:54:55+0000
88,"Labour-minds seem  to  be biased and ignore anything but ' small businesses ' , as if other slightly bigger  businesses  don't  matter but  they  bring  prosperity  to  the  community and nationally as well . WHY  IS  THAT ?🥲😝😅😔",2022-12-03T20:36:16+0000
89,"The Labour Party may be the party for business leaders, but is it the party for the self-employed? Will Labour repeal the off-payroll working rules (Chapter 10 ITEPA) and the revisions to the intermediaries legislation (Chapter 8 ITEPA) introduced by the Conservatives? I hope so, because my turnover is down by 50% because medium and large companies are reluctant to engage the self-employed for fear they may get a big tax bill from HMRC… They are outsourcing the work to offshore to overseas companies instead… 😐",2022-12-02T20:11:24+0000
90,Good - that’s something that I can definitely vote for 👏,2022-12-02T15:08:42+0000
91,"What we'll do, is not grow a set, so we won't re-Nationalise those companies continuing to rip off the public, but waste more of tax payers money, for another public concern to be privatised by the tories. Totally logical... Or alternatively you could put back commodities into public ownership to prevent racketeering and ripping off the populous... 🤔",2022-12-02T21:42:18+0000
92,"Will GB Energy take control of production and distribution, or just production or just distribution? At present, the price of energy is set by the global market, but some producers, particularly those in the renewables sector at the moment, are exploiting this to make huge profits… The distributors make very little margin on top of what they pay for energy, but everyone blames them for the price rises… so where will GB energy fit into the equation? 🤔",2022-12-02T21:23:52+0000
93,Nurses Absolutely 100% ❤️,2022-12-03T21:08:13+0000
94,"So will "" Starmer's Labour"" pay the Nurses a decent wage? Will they fund the NHS properly? Will they stop the stealth privatisation of OUR NHS and tell US health insurance to take a hike? Looking forward to the next General Election Manifesto.... 🤣",2022-12-02T16:51:47+0000
95,WAKE UP STARMER ! 🤡 THE MAJORITY OF THE LABOUR PARTY AND THE UK WANT TO REJOIN THE EU 🇬🇧🇪🇺🌟,2022-12-02T16:25:49+0000
96,Next it will be Health poverty! 😥,2022-12-02T12:37:03+0000
97,"No they won't, their just as bad as the bloody tories!!!!!! 😡",2022-12-03T16:52:11+0000
98,Can you give that other lot a nudge to get the £200 grant for alternative fuels through before people freeze to death this winter🥶🥶,2022-12-02T12:48:19+0000
99,That’s awesome 👏 congratulations!! The Labour Party must keep on winning!,2022-12-02T12:02:15+0000
100,Congratulations well done!👏👏,2022-12-02T10:10:08+0000
101,Congratulations x👏👏,2022-12-02T10:08:37+0000
102,Well done Samantha! So proud of your result and congratulations on taking up your seat representing the Labour family! Onwards and upwards:) ☘️🌎🌈🎄💖🇺🇳🇪🇺,2022-12-02T11:34:39+0000
103,Great news 👏,2022-12-02T10:10:21+0000
104,Congratulations on your victory ✌️,2022-12-02T10:20:03+0000
105,Congratulations 🇬🇧❤️,2022-12-02T10:16:53+0000
106,Congratulations well done 👏,2022-12-02T10:12:09+0000
107,Congratulations 👏,2022-12-02T10:09:19+0000
108,Congratulations ❤️🌹,2022-12-02T10:16:39+0000
109,"I was a credit controller/credit manager almost all of my working life. Yeah, this'll work 🤣",2022-12-01T17:46:05+0000
110,I am as Labour as anyone. But pray tell me this policy that eradicates all debt? 🤔,2022-12-01T19:12:12+0000
111,A sure vote winner. 🤭,2022-12-01T17:01:14+0000
112,Not in a million years ❌❌❌❌,2022-12-08T12:52:54+0000
113,"Sadly the people who love Fake Labour are as intolerant as Starmer, they come with their Troll attack accounts to do as their master bids and shut down dissenters   shut down any debate and try to shut down democracy and in their eyes if you tell a truth... You must be smeared and cut off... Rayner and Nandy both appeared on the bought and sold mps poster. Nandy has millions and leads a 'lavish lifestyle' and Rayner is also a millionaire, not one of them gave a penny of their pay rises to charity like many other good mps did... That's Fake Labour Gravy trainers for you... Just when the UK 🇬🇧 desperately needs an opposition party that works for them, rather than themselves? 🤔",2022-12-02T08:18:11+0000
114,"Bandwagon, jump on it 😂😂 non dom status has been around since Pitt The Younger introduced it. It’s been used by All parties since 1760 ish. Personal attacks are not politics.",2022-12-14T22:27:54+0000
115,Not until this laughing torishhhh man leaves office 🤞,2022-11-30T18:04:29+0000
116,👆,2022-11-30T16:34:28+0000
117,"Well done Labour for this post , although the wording is strange. Saint Andrew and the Kingdom of Scotland are today celebrated worldwide not just in Scotland and the disunted Kingdump. It must have taken great efforts for a Labour unionist to create this post . Hope their blood pressure and heart rate didnt rise too much in mentioning Scotland. As a Labour party member and GMB union rep who supports independence I think it's admirable us Scottish get a mention.🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",2022-11-30T20:42:53+0000
118,It would be so helpful if we could also look at Brexit…￼Reversing it?  Another Referendum? Rejoining the Single Market?  Any way forward on that is better than the disaster we currently due to this Brexit nonsense. Then we might start to recover economically. 🙏,2022-12-03T21:47:33+0000
119,I agree 👍,2022-12-01T09:03:46+0000
120,Spot on Bridget! 😊,2022-12-03T22:30:32+0000
121,I love when the LITTLE TORIES start worrying 🤣🤣🤣🤣,2022-11-29T16:21:32+0000
122,"All these tories on here worrying, 😂 x",2022-11-29T17:08:59+0000
123,"What about low skilled workers we used to rely on, to pick our fruit and do our cleaning jobs etc. who disappeared after leaving the EU? ...and Labour doesn't want to discuss freedom of movement 🙄",2022-11-28T14:09:31+0000
124,"Gordon Brown tried to sort this out, that was before 2008 Bank crisis 😳 Not much has changed.",2022-11-28T12:43:57+0000
125,Long live the Liebour party 😂😂😂,2022-11-28T16:04:25+0000
126,"primak,😂😂😂😂 subway really a small business",2022-11-28T14:28:21+0000
127,Keep bills down by insulating homes is vague. Most of us have insulated homes so what can you do about that 🤷‍♂️,2022-11-27T21:32:28+0000
128,"Yada,  yada, yada!  🥱",2022-11-27T19:10:24+0000
129,Will still vote Labour but unhappy with current leader.😢😢😢😢.,2022-11-27T14:00:32+0000
130,yes grow by shrinking wages and jobs .if employers could replace you with a robot they will 🤣🤣😊,2022-11-27T12:42:27+0000
131,"Not just any businesses either - arms dealers.  War: it’s fantastic!  And sexy, let’s not forget sexy - like the man himself 😈",2022-11-28T17:44:39+0000
132,Keir is not a nice guy.. he’s a  🤥 and a Judas!,2022-11-27T17:57:16+0000
133,"STRIKERS and Strikes are  just  the  anti-societal response to unfairness , but  isn't this '  time  of  strikes unfair to our country/our Govt. /our working population/our recovery from Covid/our recovery from Govt. changes ' ..........so the people who  are  affected are  the  same  people who  are  moaning /then striking at the same time . The State of our U.K. will be  even  worse if  the  Strikes/Striking/Strikers are continously stopping work , stopping our normal life , causing difficulties for everyone , breaking the Peace, Love and Posterity Logo that pervades our Christmas Time Period when we should enjoy sharing Advent together ?😟😅🤩😊",2022-11-27T17:22:26+0000
134,"Labour will... get rid of all the left-thinking folk, turn its back on its socialist roots, all in the guise of antisemitism whilst supporting the most racist, vile Isreali government ever, for money. 🤮",2022-11-26T16:06:57+0000
135,"It's almost as if Corbyn was right all along 🤔🤔 Nice job backstabbing him, Keithites",2022-11-26T16:09:51+0000
136,Excellent pledges from the new Tory party opps Labour Party ￼😩,2022-11-26T17:35:38+0000
137,"No doubt the tories will pinch this and double the figures, remember the 'trees' from the last election when Corbyn stated that Labour would plant God knows how many trees and the tories, in their gusto to out trump Corbyn and Labour, claimed that they would plant a squillion trees, which worked out at a tree every 3 seconds for 4 years. 😂😂😂 And yet people still voted for em.",2022-11-26T17:03:06+0000
138,There's only one way for Britain to grow again and that's to join the single market 👍,2022-11-28T18:36:14+0000
139,Dynamic was the buzzword yesterday and today's one is Superpower 🤣🤣🤣,2022-11-26T19:41:58+0000
140,Nine laughing emojis 😪😪😪,2022-11-26T11:06:54+0000
141,"November 27, 2022: #PleaseRT  Japan's ""corona budget"" is 610,000 yen per citizen. The national debt is soaring. ● Click below for the full text! https://toworldmedia.blogspot.com/ ❤ The world's ""special zones"": USA's Mexican border, EU Algeria, Commonwealth 　British Commonwealth - Australia, Okinawa, North Korea, Sakhalin...English, Japanese, French, German　　 https://naganoopinion.blog.jp/  --------- The Labour Party @labourparty  Please do your best ---------  ...........",2022-11-26T05:56:32+0000
142,And a more dynamic economy 🤣🤣🤣🤣,2022-11-25T17:52:13+0000
143,Yada yada yada! 🥱 😫,2022-11-25T18:36:00+0000
144,Should have thought about that when Jimmy Saville was abusing little girls and boys.🤬,2022-11-25T23:16:54+0000
145,Should tell that to the thousands of girls groomed raped and murdered in Labour run areas 👍,2022-11-27T18:55:06+0000
146,He is after womens vote today... Yawn 😦,2022-11-25T16:39:47+0000
147,If only you didn't get rid of someone who had a plan for that 😵‍💫,2022-11-24T16:37:28+0000
148,"Great,  pro growth, pro business - So we're going to have a proper trade agreement with the EU and Europe 🙂 🙂 🙂",2022-11-24T17:46:34+0000
149,"“Pro-worker and pro-business”, but tougher on benefits than the Tories! 😡",2022-11-24T19:42:33+0000
150,"If as you are demanding,  the NHS should receive a 17% payrise,  I'm assuming that here in Wales that's what we will be getting? After all Wales has recieved a record £18 billion from central government so they should be able to afford it, unless of course they waste it on providing free trees for every household,  endless 20mph signs,  increasing the number of AMs in the Welsh government etc. etc. 🙄",2022-11-25T21:35:46+0000
151,"Can you remind us how you spent all the money last time, including selling all our gold reserves for half it's value? It's because a lot of people appear to have forgotten. TiA.👍",2022-11-24T16:39:57+0000
152,Funniest political joke I've heard for ages 🤣🤣🤣,2022-11-26T19:58:46+0000
153,"The country is a failed state and that’s after mass migration and all the good it done us !  Diluting the currency to build mass high density housing and now the debt has got to be paid back - 3 years of higher taxes , real term wages cuts simply just to pay the Gov debt interest as in 3 years the debt will only be reduced by 0.2% in relation to GDP . The invoice for migration has finally arrived 👍  Prepare for a painful reality",2022-11-24T16:10:46+0000
154,"Oh please call him what he is, Siir Kier man of the people 🤣 clearing out those troublesome socialists till only the rich will speak for him. Knight Commander of the Order of the Bath. Inspires confidence in change does it not... sure that's gonna feed the poor.",2022-11-26T23:05:17+0000
155,"The sooner the better have a look at the list of Nu—Doms . First thing caught me Eye 3 or 4 of our the biggest Banks. There CEO are Nu-Dom . They pick there wages up on top of there big  Bonuses 🤬🤬🤬, BUT DONT PAY THERE TAXES TO BRITAIN.  Needs  changing NOW",2022-11-24T13:13:32+0000
156,Just watching Bridget Phillipson being interviewed. Really liked her. She’s appears to be all about the working class people and children’s future education. Seems to be a person who lives in the real world. I’m sure I’ll be shot down here though 😂,2022-11-27T11:00:39+0000
157,Congratulations to the Glorious leader on the award from Spectator… we are so proud 🥹,2022-11-24T12:28:46+0000
158,Don't Trust Either Tory Party Red or Blue 😡,2023-01-17T11:39:48+0000
159,A plan for economical growth and make Brexit work? 🤣🤣🤣🤣🤣🤡🤡🤡🤡. Well we are still waiting to hear about your miraculous plans. Or is your plan the same as this so called Tory oven ready deal we were supposed to have with the EU after Brexit?  You are losing all credibility. Sorry to say so... How can you make Brexit work when we all know it doesn't? Do you ever listen to the voice of your electorate or are you only interested in getting to  Downing Street? If you want to win the next GE . Get back to Earth and wake up... Please do...,2022-11-22T19:34:16+0000
160,Something new Labour with a plan 😊😊,2022-11-22T13:33:24+0000
