,message,created_time
62,"What the clown has not mentioned is what settlement he gave to HMRC, eg gave names of associates who also dodged tax to stop him going to prison. More interesting now is that he has interests in the USA, and the IRS is interested. What a clown 🤡",2023-01-29T18:49:34+0000
74,"🔶🟡 Shell Profits 🟡 Shell profits increased by 53% to £68.1 billion in 2022 due to soaring oil prices, the energy giant has announced. 🟡 No company should be making these kind of outrageous profits out of Putin's illegal invasion of Ukraine. 🟡 Rishi Sunak was warned as chancellor and now as Prime Minister that we need a proper windfall tax on companies like Shell and he has failed to take action. 🟡 Families across the country are struggling to heat their homes and feed their families and this government turns round and says, there is nothing we can do. 🟡 They must tax the oil and gas companies properly and at the very least ensure that energy bills don’t rise yet again in April.",2023-02-02T10:39:33+0000
83,"Boris Johnson should be next followed by Grant shapps followed by the London mayor caught fiddling the ULEZ expansion consultation results with his deputies! Come on Rishi  More need BR-EXIT!!!  The 1995 Nolan principles  7 in total   1.) The seven principles of public life apply to anyone who works as a public office holder   Selflessness   1.1) Holders  of public office should act solely interns of the publics interest ❌  1.2) integrity   Holders of public offices must avoid placing themselves under obligation to people or organisations that might try inappropriately to influence them in their work  They should not act or take decisions in order to gain financially❌  Objectivity  1.3)Holders of public office must act and take decisions impartially ,fairly  and on merits ❌  1.4)Accountability  Holders of public office are accountable to the public unless a lawful reason for doing so❌  1.5) openness  Holders of a public office should be open and transparent unless a lawful reason for doing so ❌  1.6)Honesty  Holders of public office should be truthful ❌  1.7) leadership  Holders of public office should exhibit these principles in their own behaviour and treat others with respect . They should actively promote and robustly support the principles and challenge poor behaviour wherever it occurs❌  #FAILED",2023-01-29T16:02:56+0000
105,Sunak should look at his own tax affairs too😂😂 all doing same thing . The tax is for the poor working and wanting minimum wages,2023-01-30T00:56:40+0000
107,we need another lettuce 🤫,2023-01-29T15:49:09+0000
128,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-28T18:36:02+0000
140,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-28T16:37:26+0000
150,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-28T16:34:43+0000
152,Lick of paint and thats a new hospital 😳 39 to go........,2023-01-28T14:07:54+0000
160,Sunak should just call a General Election hold his hands up and say the Tories are finished🤨,2023-01-28T17:31:03+0000
168,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-27T19:29:58+0000
174,"Why is this still being allowed, it’s so wrong 😡😡",2023-01-27T20:33:08+0000
179,New Government green initiative. TORY TRIKES A three wheeled equivalent of the Boris Bike. 🚴🏾‍♂️ Especially for those too unstable to ride a bicycle. Rishi Rickshaws will be available for the ultra rich in First Class. 1️⃣  These will be available from the new Ealing HS2 🚅 terminus so that passenger can cycle the remaining five miles into central London.,2023-01-27T17:37:42+0000
186,Amen🙏🏽,2023-01-27T21:30:56+0000
187,A holocaust survivor said the following: beware of those that promise the earth. But deliver nothing!  Seem familiar🤔🤔🤔,2023-01-27T18:38:34+0000
197,Legal aid no longer exists if you have ANY money!!!!The government scrapped it🤣,2023-01-27T07:07:36+0000
205,He is the lowest of the low.Crawled out from under a stone.Needs to be squashed 🤨,2023-01-26T22:42:57+0000
210,Maybe you MPs could hand over the bribes from China to help him 🤣🤣🤣 .,2023-01-29T11:24:21+0000
214,More fraud and corruption at Westminster 😞  https://news.sky.com/story/amp/westminster-accounts-lib-dem-leader-and-ex-cabinet-minister-among-mps-avoiding-taxes-on-second-jobs-12755546,2023-01-27T09:51:29+0000
219,Disgraceful 👎,2023-01-26T19:11:29+0000
223,Liberal Democrat MPs voted against these weak targets to attempt to force the Tories to set far stronger targets. We will continue to campaign to stop sewage dumping for good. Back our campaign today ⬇️ www.libdems.org.uk/stop-sewage,2023-01-26T12:13:26+0000
235,Cerys Sutherland not surprised to see pursglove on here! 👊.,2023-01-30T13:24:46+0000
244,Mark Logan MP  oh dear! Just when you were doing ok 👎,2023-01-26T21:18:12+0000
250,"That’s just politicians though. Say one thing, do the other. 🤷🏻‍♂️",2023-01-26T09:35:40+0000
256,No trolls 🧌 🧌 so far. Betty Smith Simon Nicholls Ken Clarke,2023-01-26T09:13:39+0000
261,Back our campaign to clean up our precious rivers and coasts ⬇️ www.libdems.org.uk/stop-sewage,2023-01-25T17:10:31+0000
263,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:04+0000
268,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",2023-01-25T20:18:15+0000
276,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",2023-01-25T20:18:48+0000
278,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:11:51+0000
281,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! YET MORE TORY BREXITEER BROKEN PROMISES 🤡🤡🤡 Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-25T20:12:27+0000
283,"👍 News from the Good Law Protect.  👎 A leaked document has revealed which Conservative MPs and Peers funnelled companies through a ‘VIP lane’ for lucrative PPE contracts, without competition.  👎 A staggering £1.6 billion worth of contracts were awarded as a result of referrals from just ten politicians at the heart of the Conservative party.  👎 The leaked list of the 47 companies in the VIP lane, first seen by Politico, can be found here.  https://goodlawproject.org/conservative-politicians-vip-lane/",2023-01-25T13:25:24+0000
287,We need a GE a new start to flush this lot out. It’s unbelievable that a one time Chancellor is in this position. 😀,2023-01-25T12:18:19+0000
290,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",2023-01-25T20:18:57+0000
291,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T11:04:03+0000
296,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:14+0000
298,Watching live here on the Conservative train wreck 🔥 🔥 🔥  https://www.facebook.com/thatgingerscouser/videos/3382441201967444/?extid=0&d=n,2023-01-25T12:18:21+0000
300,"👍 News from the Good Law Protect.  👎 A leaked document has revealed which Conservative MPs and Peers funnelled companies through a ‘VIP lane’ for lucrative PPE contracts, without competition.  👎 A staggering £1.6 billion worth of contracts were awarded as a result of referrals from just ten politicians at the heart of the Conservative party.  👎 The leaked list of the 47 companies in the VIP lane, first seen by Politico, can be found here.  https://goodlawproject.org/conservative-politicians-vip-lane/",2023-01-25T11:18:00+0000
310,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:21+0000
312,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:43:07+0000
325,I read this as people were offended by the Blue Wall Gag 😅,2023-01-24T15:07:54+0000
330,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:44+0000
333,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:44:44+0000
336,Still ignoring the 🐘in the room,2023-01-24T18:55:05+0000
337,Yes 👍🏼agree,2023-01-24T18:33:36+0000
338,"Glad to see they gave Ned a soft blow hammer, doesn't make any dents 😂",2023-01-24T18:09:12+0000
343,The tory Party 🥳. 40 billion pounds of ppe equipment which will be burned 🔥 😳  30 million pounds for a shipping company with no ship's?? Millions of pounds worth of vacancies destroyed each day for two months because they couldn't be used fact. Thousands of people lives lost because of their rules in putting elderly people into care homes without being free of covid. Not locking down airport's in the early stages of covid. Running down the NHS for one reason only. To privatise the NHS which they wanted to do from the beginning. 6 billion pounds on nightingale hospitals which only five was used and dismantled within three months and all the equipment was sold for scrap. And the list goes on and on,2023-01-24T15:23:40+0000
346,"Lots of gains for the Lib Dems 🟦🟦🟦🟦🟦   🟦🟦🟦🟦 🔹  🟦🟦🟦🟦🟦 🔷          🔷🔹🔷🔹🔷                  🟦🔹🔷🔷🔹                    🔹🔷🟦🔷🔹🔹🔹 BLUE WALL HAS COLL 🔷 PSED🔷🔹🟦         Lots of gains, from the Tories, for the Lib Dems. Parliamentary By-election victories in Chesham and Amersham, North Shropshire and now Tiverton and Honiton. Local wins include Somerset Council in the South West. Lib Dems have gained HULL from Labour.         Tories are panicking and the multiple attacks in the Lib Dems in their election broadcast. And now their Chairman Oliver Dowdon has walked the plank. 🏂 54 resignations later, Johnson has gone.            🔶🧡Yes we did set the scene.🔶🧡",2023-01-24T14:47:01+0000
348,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:52+0000
350,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:44:54+0000
356,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:00+0000
358,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:01+0000
369,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:10+0000
370,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:09+0000
386,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:17+0000
389,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:19+0000
398,"Another Conservatives failure. Expect more fraud and failures. Interesting why Conservatives charged with tax avoidance are not sent to prison, but Becker was! 🧐  https://www.bbc.co.uk/news/uk-politics-64370668?at_link_id=EDF86664-9B0F-11ED-8330-CB5D16F31EAE&at_campaign_type=owned&at_format=link&at_medium=social&at_campaign=Social_Flow&at_ptr_name=facebook_page&at_link_type=web_link&at_bbc_team=editorial&at_link_origin=BBC_News&fbclid=IwAR0Rs4V83Bl5rSEl6MwouOn4nxoJytwtxavPpR7IFSYawbjCm_9-51f5N_g",2023-01-23T13:55:10+0000
399,"Wow, the Tory trolls 🧌 are have a day trip.  more investigations https://imgflip.com/i/78gbjr",2023-01-23T13:37:03+0000
404,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:16:25+0000
405,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:27+0000
416,"😮 Many Doctors and Nurses have left NHS direct employ because they can get better pay from agencies. 😡 The Agencies then supply them back to the NHS at a higher cost than their original salary  ➕ the Agency adds it’s fee on top. 📈 According to the Telegraph, The NHS has paid up to £2,500 a shift for nurses in order to fill staffing holes, it has been revealed.  👩‍⚕️ It’s about time we trained enough Doctors and Nurses to stop this privatisation, one nurse at a time.",2023-01-22T18:07:46+0000
417,ECHR calls on UK Govt to respond to ‘credible allegations’ of interference in Brexit referendum ▶️ The UK government has been asked by the European Court of Human Rights to respond to a number of ‘credible allegations’ brought by a group of cross-party MPs over alleged Russian interference in the Brexit referendum. ▶️  #Brexit #ECHR #RussianReport   https://www.thelondoneconomic.com/politics/echr-calls-on-uk-govt-to-respond-to-credible-allegations-of-interference-in-brexit-referendum-342167/?fbclid=IwAR3V1PAYR-MvRK1X9wY2Fy3tJGsRZqDtBh_1jJYacYugGQKvkKTslWFDOqE#ld7a3cpz7nd7f2oky7f,2023-01-22T17:57:32+0000
